intent,support,delta_stability
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",6,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Portugal', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",6,
"{'ABV': [13.0, 48.0], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.540000000000001, 48.0], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",5,
"{'ABV': [13.0, 48.0], 'Body': NOT({'Very light-bodied', 'Full-bodied'}), 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.0, 48.0], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Full-bodied'}), 'Country': {'Other', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied'}), 'Country': {'Other', 'France', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'Other', 'Portugal', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Medium-bodied'}), 'Country': {'Portugal', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Medium-bodied'}), 'Country': {'Other', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",5,
"{'ABV': [13.0, 14.5], 'Body': {'Very full-bodied', 'Full-bodied'}, 'Country': {'Other', 'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",5,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'Other', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",5,
"{'ABV': [13.0, 48.0], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",5,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",5,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Portugal', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Other', 'Portugal', 'France', 'United States'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Portugal', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': NOT({'Chile', 'Australia', 'Germany', 'Spain'}), 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied', 'Light-bodied'}, 'Country': {'Other', 'Portugal', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",5,
"{'ABV': [13.0, 48.0], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.540000000000001, 48.0], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.540000000000001, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Full-bodied'}), 'Country': {'Other', 'France', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'Other', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Full-bodied'}), 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Medium-bodied'}), 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Very full-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Very full-bodied', 'Full-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied'}), 'Country': {'Portugal', 'France', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Medium-bodied'}), 'Country': {'Other', 'Portugal', 'France', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'Other', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.540000000000001, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Portugal', 'Italy'}, 'LatestVintage': 2020.0, 'Type': {'Red'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 48.0], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Light-bodied'}, 'Country': {'Other', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Other', 'France', 'United States'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Other', 'Portugal', 'France'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Portugal', 'United States'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'France', 'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': 2021.0, 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Portugal', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Other', 'France', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Other', 'Portugal', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 13.540000000000001], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Other', 'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied', 'Light-bodied'}, 'Country': {'Portugal', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied', 'Light-bodied'}, 'Country': {'Other', 'France', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Medium-bodied', 'Full-bodied'}, 'Country': {'Portugal', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 14.5], 'Body': {'Full-bodied'}, 'Country': {'Other', 'Portugal', 'Italy'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red'}}",4,
"{'ABV': [13.0, 13.540000000000001], 'Body': NOT({'Very light-bodied', 'Very full-bodied'}), 'Country': {'Other', 'Portugal', 'France', 'United States'}, 'LatestVintage': [2020.0, 2021.0], 'Type': {'Red', 'Rosé'}}",4,
"{'ABV': [13.540000000000001, 48.0], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'Other', 'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",3,
"{'ABV': [13.0, 48.0], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'Other', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",3,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Full-bodied'}), 'Country': {'France', 'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Dessert', 'Rosé'}}",3,
"{'ABV': [13.0, 14.5], 'Body': {'Very full-bodied', 'Medium-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",3,
"{'ABV': [13.540000000000001, 14.5], 'Body': {'Very full-bodied', 'Full-bodied'}, 'Country': {'United States', 'Italy'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert'}}",3,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Full-bodied'}), 'Country': {'France', 'United States'}, 'LatestVintage': [2021.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",3,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Medium-bodied'}), 'Country': {'Portugal', 'France', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",3,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Medium-bodied'}), 'Country': {'Other', 'France', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert', 'Rosé'}}",3,
"{'ABV': [13.0, 14.5], 'Body': NOT({'Very light-bodied', 'Light-bodied'}), 'Country': {'Portugal', 'United States'}, 'LatestVintage': [2020.0, 2022.0], 'Type': {'Red', 'Dessert'}}",3,
