antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Body_Very full-bodied', 'Pair_Game Meat', 'Pair_Pasta'})","frozenset({'Pair_Beef', 'Acid_High', 'Pair_Lamb'})",0.026812313803376366,0.2840119165839126,0.026812313803376366,1.0,3.520979020979021,1.0,0.01919729717203015,inf,0.7357142857142857,0.0944055944055944,1.0,0.5472027972027972
"frozenset({'Pair_Lamb', 'Pair_Beef', 'Pair_Pasta', 'Pair_Poultry', 'Body_Full-bodied'})",frozenset({'Acid_High'}),0.023833167825223437,0.7348560079443893,0.023833167825223437,1.0,1.3608108108108108,1.0,0.006319221260511078,inf,0.27161749745676494,0.032432432432432434,1.0,0.5162162162162163
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High', 'Pair_Shellfish'})",0.033763654419066536,0.10526315789473684,0.033763654419066536,1.0,9.5,1.0,0.030209585532849005,inf,0.9260020554984584,0.3207547169811321,1.0,0.6603773584905661
"frozenset({'Pair_Pasta', 'Body_Full-bodied', 'Pair_Lamb', 'Pair_Poultry'})","frozenset({'Pair_Beef', 'Acid_High'})",0.023833167825223437,0.394240317775571,0.023833167825223437,1.0,2.536523929471033,1.0,0.014437172168208836,inf,0.6205493387589014,0.06045340050377834,1.0,0.5302267002518892
"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Pair_Shellfish', 'Pair_Poultry', 'Pair_Cured Meat'})",frozenset({'Acid_High'}),0.033763654419066536,0.7348560079443893,0.033763654419066536,1.0,1.3608108108108108,1.0,0.008952230119057363,inf,0.2744090441932169,0.04594594594594594,1.0,0.522972972972973
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.033763654419066536,0.41112214498510424,0.033763654419066536,1.0,2.4323671497584543,1.0,0.019882668391764106,inf,0.6094552929085303,0.0821256038647343,1.0,0.5410628019323671
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})","frozenset({'Acid_High', 'Pair_Shellfish'})",0.033763654419066536,0.22045680238331677,0.033763654419066536,1.0,4.536036036036037,1.0,0.026320227129063782,inf,0.8067831449126412,0.15315315315315317,1.0,0.5765765765765766
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High'})",0.033763654419066536,0.18967229394240318,0.033763654419066536,1.0,5.272251308900524,1.0,0.02735962463352363,inf,0.8386433710174718,0.1780104712041885,1.0,0.5890052356020943
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Pair_Pork', 'Acid_High'})",0.033763654419066536,0.18967229394240318,0.033763654419066536,1.0,5.272251308900524,1.0,0.02735962463352363,inf,0.8386433710174718,0.1780104712041885,1.0,0.5890052356020943
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Pair_Pork', 'Acid_High', 'Pair_Poultry'})",0.033763654419066536,0.11817279046673287,0.033763654419066536,1.0,8.46218487394958,1.0,0.029773709160011007,inf,0.9126413155190134,0.2857142857142857,1.0,0.6428571428571428
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High'})",0.03475670307845084,0.18967229394240318,0.03475670307845084,1.0,5.272251308900524,1.0,0.028164319475686084,inf,0.8395061728395061,0.18324607329842935,1.0,0.5916230366492147
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied'})","frozenset({'Acid_High', 'Pair_Shellfish', 'Pair_Poultry'})",0.03475670307845084,0.05759682224428997,0.03475670307845084,1.0,17.362068965517242,1.0,0.032754827429443745,inf,0.9763374485596708,0.603448275862069,1.0,0.8017241379310345
"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.41112214498510424,0.030784508440913606,1.0,2.4323671497584543,1.0,0.01812831529837316,inf,0.6075819672131149,0.07487922705314011,1.0,0.5374396135265701
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Poultry'})","frozenset({'Acid_High', 'Pair_Shellfish'})",0.030784508440913606,0.22045680238331677,0.030784508440913606,1.0,4.536036036036037,1.0,0.02399785414708757,inf,0.8043032786885247,0.13963963963963963,1.0,0.5698198198198199
"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Cured Meat'})",frozenset({'Acid_High'}),0.030784508440913606,0.7348560079443893,0.030784508440913606,1.0,1.3608108108108108,1.0,0.008162327461493476,inf,0.27356557377049173,0.041891891891891894,1.0,0.5209459459459459
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High'})",0.033763654419066536,0.18967229394240318,0.033763654419066536,1.0,5.272251308900524,1.0,0.02735962463352363,inf,0.8386433710174718,0.1780104712041885,1.0,0.5890052356020943
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})","frozenset({'Acid_High', 'Pair_Shellfish', 'Pair_Poultry'})",0.030784508440913606,0.05759682224428997,0.030784508440913606,1.0,17.362068965517242,1.0,0.029011418580364462,inf,0.9723360655737706,0.5344827586206897,1.0,0.7672413793103449
"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Pair_Cured Meat', 'Acid_High'})",0.030784508440913606,0.09235352532274081,0.030784508440913606,1.0,10.827956989247312,1.0,0.027941450561067564,inf,0.9364754098360657,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Shellfish'})",frozenset({'Acid_High'}),0.038728897715988087,0.7348560079443893,0.038728897715988087,1.0,1.3608108108108108,1.0,0.010268734548330504,inf,0.2758264462809917,0.052702702702702706,1.0,0.5263513513513514
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})","frozenset({'Acid_High', 'Pair_Shellfish'})",0.030784508440913606,0.22045680238331677,0.030784508440913606,1.0,4.536036036036037,1.0,0.02399785414708757,inf,0.8043032786885247,0.13963963963963963,1.0,0.5698198198198199
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Pair_Pork', 'Acid_High'})",0.030784508440913606,0.18967229394240318,0.030784508440913606,1.0,5.272251308900524,1.0,0.02494554010703625,inf,0.836065573770492,0.16230366492146597,1.0,0.581151832460733
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.41112214498510424,0.030784508440913606,1.0,2.4323671497584543,1.0,0.01812831529837316,inf,0.6075819672131149,0.07487922705314011,1.0,0.5374396135265701
"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.030784508440913606,0.7348560079443893,0.030784508440913606,1.0,1.3608108108108108,1.0,0.008162327461493476,inf,0.27356557377049173,0.041891891891891894,1.0,0.5209459459459459
"frozenset({'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish', 'Pair_Poultry'})","frozenset({'Pair_Cured Meat', 'Acid_High'})",0.030784508440913606,0.09235352532274081,0.030784508440913606,1.0,10.827956989247312,1.0,0.027941450561067564,inf,0.9364754098360657,0.3333333333333333,1.0,0.6666666666666667
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.03475670307845084,0.41112214498510424,0.03475670307845084,1.0,2.4323671497584543,1.0,0.020467452756227758,inf,0.610082304526749,0.08454106280193237,1.0,0.5422705314009661
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.03475670307845084,0.7348560079443893,0.03475670307845084,1.0,1.3608108108108108,1.0,0.00921553100491199,inf,0.2746913580246913,0.04729729729729729,1.0,0.5236486486486487
"frozenset({'Body_Very full-bodied', 'Pair_Pasta'})","frozenset({'Pair_Beef', 'Acid_High'})",0.026812313803376366,0.394240317775571,0.026812313803376366,1.0,2.536523929471033,1.0,0.016241818689234938,inf,0.6224489795918366,0.06801007556675064,1.0,0.5340050377833753
"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Pasta'})",frozenset({'Acid_High'}),0.026812313803376366,0.7348560079443893,0.026812313803376366,1.0,1.3608108108108108,1.0,0.007109123918074965,inf,0.2724489795918367,0.03648648648648649,1.0,0.5182432432432432
"frozenset({'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry', 'Pair_Cured Meat'})",frozenset({'Acid_High'}),0.030784508440913606,0.7348560079443893,0.030784508440913606,1.0,1.3608108108108108,1.0,0.008162327461493476,inf,0.27356557377049173,0.041891891891891894,1.0,0.5209459459459459
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Poultry'})","frozenset({'Acid_High', 'Pair_Shellfish'})",0.03475670307845084,0.22045680238331677,0.03475670307845084,1.0,4.536036036036037,1.0,0.027094351456389186,inf,0.8076131687242798,0.15765765765765766,1.0,0.5788288288288288
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied'})",frozenset({'Acid_High'}),0.03475670307845084,0.7348560079443893,0.03475670307845084,1.0,1.3608108108108108,1.0,0.00921553100491199,inf,0.2746913580246913,0.04729729729729729,1.0,0.5236486486486487
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.030784508440913606,0.7348560079443893,0.030784508440913606,1.0,1.3608108108108108,1.0,0.008162327461493476,inf,0.27356557377049173,0.041891891891891894,1.0,0.5209459459459459
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.03475670307845084,0.7348560079443893,0.03475670307845084,1.0,1.3608108108108108,1.0,0.00921553100491199,inf,0.2746913580246913,0.04729729729729729,1.0,0.5236486486486487
"frozenset({'Pair_Cured Meat', 'Pair_Shellfish', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.03773584905660377,0.7348560079443893,0.03773584905660377,1.0,1.3608108108108108,1.0,0.010005433662475874,inf,0.27554179566563464,0.05135135135135135,1.0,0.5256756756756756
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High', 'Pair_Shellfish'})",0.03475670307845084,0.10526315789473684,0.03475670307845084,1.0,9.5,1.0,0.031098102754403386,inf,0.926954732510288,0.330188679245283,1.0,0.6650943396226415
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})",frozenset({'Acid_High'}),0.033763654419066536,0.7348560079443893,0.033763654419066536,1.0,1.3608108108108108,1.0,0.008952230119057363,inf,0.2744090441932169,0.04594594594594594,1.0,0.522972972972973
"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Poultry', 'Pair_Cured Meat'})",frozenset({'Acid_High'}),0.030784508440913606,0.7348560079443893,0.030784508440913606,1.0,1.3608108108108108,1.0,0.008162327461493476,inf,0.27356557377049173,0.041891891891891894,1.0,0.5209459459459459
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.41112214498510424,0.030784508440913606,1.0,2.4323671497584543,1.0,0.01812831529837316,inf,0.6075819672131149,0.07487922705314011,1.0,0.5374396135265701
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High'})",0.030784508440913606,0.18967229394240318,0.030784508440913606,1.0,5.272251308900524,1.0,0.02494554010703625,inf,0.836065573770492,0.16230366492146597,1.0,0.581151832460733
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.41112214498510424,0.030784508440913606,1.0,2.4323671497584543,1.0,0.01812831529837316,inf,0.6075819672131149,0.07487922705314011,1.0,0.5374396135265701
"frozenset({'Pair_Spicy Food', 'Pair_Cured Meat', 'Body_Light-bodied'})",frozenset({'Acid_High'}),0.030784508440913606,0.7348560079443893,0.030784508440913606,1.0,1.3608108108108108,1.0,0.008162327461493476,inf,0.27356557377049173,0.041891891891891894,1.0,0.5209459459459459
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied'})","frozenset({'Acid_High', 'Pair_Shellfish'})",0.04270109235352532,0.22045680238331677,0.04270109235352532,1.0,4.536036036036037,1.0,0.03328734607499243,inf,0.8143153526970954,0.1936936936936937,1.0,0.5968468468468469
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Shellfish'})",frozenset({'Acid_High'}),0.04270109235352532,0.7348560079443893,0.04270109235352532,1.0,1.3608108108108108,1.0,0.011321938091749015,inf,0.2769709543568464,0.058108108108108104,1.0,0.529054054054054
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})","frozenset({'Pair_Pork', 'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.11817279046673287,0.030784508440913606,1.0,8.46218487394958,1.0,0.027146617175304154,inf,0.9098360655737706,0.2605042016806723,1.0,0.6302521008403361
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Shellfish'})",frozenset({'Acid_High'}),0.033763654419066536,0.7348560079443893,0.033763654419066536,1.0,1.3608108108108108,1.0,0.008952230119057363,inf,0.2744090441932169,0.04594594594594594,1.0,0.522972972972973
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Acid_High'})",0.03475670307845084,0.18967229394240318,0.03475670307845084,1.0,5.272251308900524,1.0,0.028164319475686084,inf,0.8395061728395061,0.18324607329842935,1.0,0.5916230366492147
"frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.033763654419066536,0.7348560079443893,0.033763654419066536,1.0,1.3608108108108108,1.0,0.008952230119057363,inf,0.2744090441932169,0.04594594594594594,1.0,0.522972972972973
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.03475670307845084,0.7348560079443893,0.03475670307845084,1.0,1.3608108108108108,1.0,0.00921553100491199,inf,0.2746913580246913,0.04729729729729729,1.0,0.5236486486486487
"frozenset({'Pair_Cured Meat', 'Pair_Spicy Food', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.033763654419066536,0.7348560079443893,0.033763654419066536,1.0,1.3608108108108108,1.0,0.008952230119057363,inf,0.2744090441932169,0.04594594594594594,1.0,0.522972972972973
"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Pasta', 'Pair_Lamb'})","frozenset({'Pair_Game Meat', 'Acid_High'})",0.026812313803376366,0.24031777557100298,0.026812313803376366,1.0,4.161157024793388,1.0,0.02036883819223726,inf,0.7806122448979592,0.11157024793388431,1.0,0.5557851239669421
"frozenset({'Pair_Cured Meat', 'Body_Light-bodied', 'Pair_Spicy Food'})","frozenset({'Pair_Pork', 'Acid_High', 'Pair_Shellfish'})",0.030784508440913606,0.10526315789473684,0.030784508440913606,1.0,9.5,1.0,0.02754403386818586,inf,0.9231557377049181,0.2924528301886793,1.0,0.6462264150943396
"frozenset({'Pair_Snack', 'Pair_Cured Meat'})",frozenset({'Acid_High'}),0.027805362462760674,0.7348560079443893,0.027805362462760674,1.0,1.3608108108108108,1.0,0.007372424803929592,inf,0.2727272727272727,0.03783783783783783,1.0,0.518918918918919
"frozenset({'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish', 'Pair_Poultry'})","frozenset({'Pair_Pork', 'Pair_Cured Meat', 'Acid_High'})",0.030784508440913606,0.0506454816285998,0.030784508440913606,1.0,19.745098039215687,1.0,0.02922541218422384,inf,0.9795081967213115,0.607843137254902,1.0,0.803921568627451
"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Cured Meat'})","frozenset({'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.41112214498510424,0.030784508440913606,1.0,2.4323671497584543,1.0,0.01812831529837316,inf,0.6075819672131149,0.07487922705314011,1.0,0.5374396135265701
"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Spicy Food', 'Pair_Shellfish'})","frozenset({'Pair_Cured Meat', 'Acid_High', 'Pair_Poultry'})",0.030784508440913606,0.04667328699106256,0.030784508440913606,1.0,21.425531914893618,1.0,0.02934769424357206,inf,0.9836065573770493,0.6595744680851063,1.0,0.8297872340425532
"frozenset({'Body_Very full-bodied', 'Pair_Pasta', 'Pair_Lamb'})","frozenset({'Pair_Beef', 'Acid_High'})",0.026812313803376366,0.394240317775571,0.026812313803376366,1.0,2.536523929471033,1.0,0.016241818689234938,inf,0.6224489795918366,0.06801007556675064,1.0,0.5340050377833753
"frozenset({'Body_Very full-bodied', 'Pair_Beef', 'Pair_Pasta', 'Pair_Lamb'})",frozenset({'Acid_High'}),0.026812313803376366,0.7348560079443893,0.026812313803376366,1.0,1.3608108108108108,1.0,0.007109123918074965,inf,0.2724489795918367,0.03648648648648649,1.0,0.5182432432432432
"frozenset({'Pair_Pork', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry'})",frozenset({'Acid_High'}),0.03475670307845084,0.7348560079443893,0.03475670307845084,1.0,1.3608108108108108,1.0,0.00921553100491199,inf,0.2746913580246913,0.04729729729729729,1.0,0.5236486486486487
"frozenset({'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Shellfish', 'Pair_Poultry', 'Pair_Cured Meat'})","frozenset({'Pair_Pork', 'Acid_High'})",0.030784508440913606,0.18967229394240318,0.030784508440913606,1.0,5.272251308900524,1.0,0.02494554010703625,inf,0.836065573770492,0.16230366492146597,1.0,0.581151832460733
"frozenset({'Pair_Pork', 'Pair_Spicy Food', 'Body_Light-bodied', 'Pair_Poultry', 'Pair_Cured Meat'})","frozenset({'Acid_High', 'Pair_Shellfish'})",0.030784508440913606,0.22045680238331677,0.030784508440913606,1.0,4.536036036036037,1.0,0.02399785414708757,inf,0.8043032786885247,0.13963963963963963,1.0,0.5698198198198199
